source1,dep1,source2,dep2,clique_size,med_dist_euc,input_overlap
29_R,29,136_R,136,5,0.46666,0.014
29_R,29,136_R,136,5,1.51611,0.012
29_R,29,136_R,136,5,0.11332,0.006
29_R,29,136_R,136,5,0.74082,0.01
29_R,29,136_R,136,5,1.19232,0.004
29_R,29,136_R,136,5,1.03442,0.01
29_R,29,136_R,136,5,0.89977,0.01
29_R,29,136_R,136,5,2.62983,0.016
29_R,29,136_R,136,5,2.28203,0.004
29_R,29,136_R,136,4,1.43408,0.006
29_R,29,136_R,136,4,1.02732,0.012
29_R,29,136_R,136,5,0.10212,0.014
40_R,40,96_R,96,5,2.01693,0.028
40_R,40,96_R,96,5,0.85225,0.006
40_R,40,96_R,96,5,0.90534,0.008
40_R,40,96_R,96,5,0.9885,0.004
40_R,40,96_R,96,5,1.4544,0.008
40_R,40,96_R,96,5,3.00172,0.004
40_R,40,96_R,96,5,1.282,0.022
40_R,40,96_R,96,4,0.0354,0.008
40_R,40,96_R,96,5,0.80192,0.02
40_R,40,96_R,96,5,0.82598,0.032
40_R,40,96_R,96,5,0.08074,0.01
40_R,40,96_R,96,5,1.69422,0.006
40_R,40,96_R,96,5,2.56474,0.02
40_R,40,96_R,96,5,1.39298,0.022
40_R,40,96_R,96,5,1.33701,0.022
40_R,40,96_R,96,5,2.75936,0.01
27_R,27,66_R,66,5,1.78223,0.014
27_R,27,66_R,66,4,0.072,0.012
27_R,27,66_R,66,4,0,0.006
27_R,27,66_R,66,4,1.74208,0.008
27_R,27,66_R,66,4,1.74208,0.008
27_R,27,66_R,66,4,0.7394,0.008
27_R,27,66_R,66,4,0.7394,0.008
27_R,27,66_R,66,5,1.79341,0.004
27_R,27,66_R,66,5,1.79341,0.004
27_R,27,66_R,66,5,1.79341,0.004
27_R,27,66_R,66,4,2.53221,0.006
27_R,27,66_R,66,4,0.13318,0.006
27_R,27,66_R,66,4,0.0405,0.008
27_R,27,66_R,66,5,0.50298,0.014
27_R,27,66_R,66,4,1.96491,0.012
27_R,27,66_R,66,4,0.079,0.01
2_R,2,92_R,92,5,2.06821,0.008
2_R,2,92_R,92,4,1.20016,0.01
2_R,2,92_R,92,4,0.02181,0.004
2_R,2,92_R,92,4,1.09762,0.006
2_R,2,92_R,92,5,0.11171,0.012
2_R,2,92_R,92,5,0.8874,0.01
2_R,2,92_R,92,5,1.50294,0.008
2_R,2,92_R,92,5,1.17311,0.016
2_R,2,92_R,92,4,1.57781,0.026
2_R,2,92_R,92,4,1.83798,0.004
2_R,2,92_R,92,5,0.08751,0.012
2_R,2,92_R,92,6,1.57734,0.068
2_R,2,92_R,92,5,1.40817,0.016
2_R,2,92_R,92,4,0.34273,0.008
2_R,2,92_R,92,5,0.14533,0.014
2_R,2,92_R,92,4,0.83011,0.01
11_R,11,28_R,28,5,2.15052,0.006
11_R,11,28_R,28,5,1.36005,0.018
11_R,11,28_R,28,5,0.19169,0.008
11_R,11,28_R,28,5,3.09263,0.004
11_R,11,28_R,28,4,1.14059,0.026
11_R,11,28_R,28,5,1.01686,0.014
11_R,11,28_R,28,5,0.84908,0.024
11_R,11,28_R,28,4,2.67435,0.01
11_R,11,28_R,28,5,1.56336,0.024
11_R,11,28_R,28,6,0.37771,0.024
11_R,11,28_R,28,5,1.36588,0.014
11_R,11,28_R,28,5,1.13678,0.014
11_R,11,28_R,28,5,1.03042,0.02
11_R,11,28_R,28,4,1.10572,0.01
11_R,11,28_R,28,5,1.85984,0.008
11_R,11,28_R,28,5,1.53218,0.022
85_R,85,75_R,75,4,0.10535,0.014
85_R,85,75_R,75,4,0.39527,0.008
85_R,85,75_R,75,4,1.06775,0.008
85_R,85,75_R,75,5,1.23004,0.012
85_R,85,75_R,75,4,0.13651,0.008
85_R,85,75_R,75,5,0.08346,0.016
85_R,85,75_R,75,5,0.06363,0.01
85_R,85,75_R,75,4,1.597,0.004
85_R,85,75_R,75,4,0.26296,0.008
85_R,85,75_R,75,5,1.24158,0.008
85_R,85,75_R,75,4,0.2652,0.01
85_R,85,75_R,75,4,0.90777,0.008
85_R,85,75_R,75,5,0.49104,0.01
85_R,85,75_R,75,5,1.08438,0.012
85_R,85,75_R,75,4,0.25216,0.004
85_R,85,75_R,75,4,0.25216,0.004
47_R,47,36_R,36,4,0.57592,0.01
47_R,47,36_R,36,4,2.19601,0.008
47_R,47,36_R,36,4,2.23774,0.004
47_R,47,36_R,36,5,0.96696,0.012
47_R,47,36_R,36,4,0.55623,0.01
47_R,47,36_R,36,4,1.43153,0.006
47_R,47,36_R,36,4,2.42933,0.006
47_R,47,36_R,36,4,0.13776,0.008
47_R,47,36_R,36,5,1.33627,0.006
47_R,47,36_R,36,4,0.20276,0.01
47_R,47,36_R,36,4,0.07964,0.012
47_R,47,36_R,36,4,1.24243,0.006
47_R,47,36_R,36,5,0.77481,0.016
47_R,47,36_R,36,4,0.17562,0.01
47_R,47,36_R,36,4,0.26559,0.004
47_R,47,36_R,36,4,0.06351,0.004
13_R,13,125_R,125,4,0.48726,0.012
13_R,13,125_R,125,4,0.48726,0.012
13_R,13,125_R,125,4,2.01215,0.004
13_R,13,125_R,125,5,1.04117,0.014
13_R,13,125_R,125,4,2.21351,0.01
13_R,13,125_R,125,4,0.79586,0.006
13_R,13,125_R,125,4,1.47818,0.008
13_R,13,125_R,125,4,1.47818,0.008
13_R,13,125_R,125,5,2.17502,0.008
13_R,13,125_R,125,4,0.75967,0.004
13_R,13,125_R,125,4,0.75967,0.004
13_R,13,125_R,125,4,1.4861,0.004
13_R,13,125_R,125,4,1.28988,0.006
13_R,13,125_R,125,5,1.47012,0.008
13_R,13,125_R,125,5,2.14533,0.004
13_R,13,125_R,125,4,0.05325,0.008
